あい /アイ/
あべいらびりてぃ /アベイラビリティ/
あべいらぶる /アベイラブル/
あべっく /アベック/
あべにゅー /アベニュー/
あべまりあ /アベマリア/
あべりあ /アベリア/
あべる /アベル/
あべれーじ /アベレージ/
あべれーじひったー /アベレージヒッター/
あぺっくす /アペックス;advanced purchase excursion/
あぺらしおん /アペラシオン;(Fr) 呼称/
あぺりてぃふ /アペリティフ/
あぺんでぃっくす /アペンディックス/
あぺんど /アペンド/
あぼかど /アボカド/
あぼがどろ /アボガドロ/
あぼっと /アボット/
あぼりじに /アボリジニ/
あぼりじにー /アボリジニー/
あぼんりー /アボンリー/
あぼーと /アボート/
あぽ /アポ;appointment/
あぽいんたー /アポインター/
あぽいんと /アポイント/
あぽいんとめんと /アポイントメント/
あぽかりぷす /アポカリプス/
あぽすてりおり /アポステリオリ;a posteriori/
あぽすとろふ /アポストロフ/
あぽすとろふぃ /アポストロフィ;'/
あぽとーしす /アポトーシス/
あぽりあ /アポリア/
あぽりねーる /アポリネール/
あぽろ /アポロ/
あぽろにあ /アポロニア/
あぽろん /アポロン/
あぽん /アポン/
あま /アマ;amateur/
あまうんと /アマウント/
あまぞねす /アマゾネス/
あまぞん /アマゾン/
あまちゅあ /アマチュア/
あまちゅありずむ /アマチュアリズム/
あまてぃ /アマティ/
あまでうす /アマデウス/
あまら /アマラ/
あまらんさす /アマランサス/
あまらんす /アマランス/
あまりあ /アマリア/
あまりりす /アマリリス/
あまるがむ /アマルガム/
あまるてあ /アマルテア/
あまれっと /アマレット/
あまろ /アマロ/
あまんたじん /アマンタジン/
あまんだ /アマンダ/
あまんど /アマンド;(Fr) アーモンド/
あまーと /アマート/
あまーびれ /アマービレ/
あみ /アミ/
あみあん /アミアン/
あみえる /アミエル/
あみど /アミド/
あみな /アミナ/
あみの /アミノ/
あみゅれっと /アミュレット/
あみゅーず /アミューズ/
あみゅーずめんと /アミューズメント/
あみゅーずめんとぱーく /アミューズメントパーク/
あみらーぜ /アミラーゼ/
あみる /アミル/
あみろーす /アミロース/
あみん /アミン/
あみーご /アミーゴ/
あむ /アム/
あむうぇい /アムウェイ;www.amway.com/
あむすてるだむ /アムステルダム/
あむねすてぃ /アムネスティ/
あむりた /アムリタ;[ヒンドゥー教] 不死の水/
あむーる /アムール;黒竜江/
あめいじんぐ /アメイジング/
あめじすと /アメジスト/
あめだす /アメダス;AMeDAS/
あめっくす /アメックス/
あめで /アメデ/
あめとりん /アメトリン/
あめにてぃ /アメニティ/
あめにてぃー /アメニティー/
あめふと /アメフト;American football/
あめり /アメリ/
あめりあ /アメリア/
あめりか /アメリカ/
あめりかにずむ /アメリカニズム/
あめりかねっとわーく /アメリカネットワーク;net,.net/
あめりかん /アメリカン/
あめりかんえきすぷれす /アメリカンエキスプレス;www.americanexpress.com/
あめりかんかーる /アメリカンカール/
あめりかんこーひー /アメリカンコーヒー/
あめりかんしょーとへあ /アメリカンショートヘア/
あめりかんちぇりー /アメリカンチェリー/
あめりかんどりーむ /アメリカンドリーム/
あめりかんふっとぼーる /アメリカンフットボール/
あめりかんりーぐ /アメリカンリーグ/
あめりかーな /アメリカーナ/
あめりしうむ /アメリシウム;[元素]95,Am/
あめりー /アメリー/
あめん /アメン/
あめーじんぐ /アメージング/
あめーば /アメーバ/
あも /アモ/
あもす /アモス/
あもちぜーしょん /アモチゼーション/
あもらる /アモラル/
あもるふぁす /アモルファス/
あもろーそ /アモローソ/
あもん /アモン/
あもんず /アモンズ/
あもーる /アモール;(西) 愛/
あもーれ /アモーレ;(It) 愛/
あやとら /アヤトラ/
あやら /アヤラ/
あゆたや /アユタヤ/
あら /アラ/
あらいあんす /アライアンス/
あらいう゛ /アライヴ/
あらいくむ /アライクム;(アラビア語)/
あらいど /アライド/
あらいどてれしす /アライドテレシス;www.allied-telesis.co.jp/
あらいばる /アライバル/
あらいびんぐ /アライビング/
あらいぶ /アライブ/
あらいめんと /アライメント/
あらいん /アライン/
あらいんめんと /アラインメント/
あらう /アラウ/
あらうぃ /アラウィ/
あらうんど /アラウンド/
あらかると /アラカルト;a la carte/
あらごん /アラゴン/
あらざん /アラザン/
あらじん /アラジン/
あらすか /アラスカ;AK/
あらにん /アラニン;Ala/
あらばすたー /アラバスター/
あらばま /アラバマ;AL/
あらびあ /アラビア/
あらびあん /アラビアン/
あらびあんないつ /アラビアンナイツ/
あらびあんないと /アラビアンナイト/
あらびあーた /アラビアータ/
あらびっく /アラビック/
あらびのーす /アラビノース/
あらふぁと /アラファト/
あらぶ /アラブ/
あらべすく /アラベスク/
あらべら /アラベラ/
あらみど /アラミド/
あらむ /アラム/
あらも /アラモ/
あらもす /アラモス/
あらもーど /アラモード;a la mode/
あららっと /アララット/
あららと /アララト/
あらる /アラル/
あらるこん /アラルコン/
あらん /アラン/
あらんふぇす /アランフェス/
あらー /アラー/
あらーと /アラート/
あらーむ /アラーム/
あり /アリ/
ありあ /アリア/
ありあす /アリアス/
ありあどね /アリアドネ/
ありあん /アリアン/
ありえす /アリエス;牡羊座/
ありえった /アリエッタ/
ありえる /アリエル/
ありおーそ /アリオーソ/
ありぎえり /アリギエリ/
ありげーたー /アリゲーター/
ありさ /アリサ/
ありしあ /アリシア/
ありしん /アリシン/
ありす /アリス/
ありすてあ /アリステア/
ありすとてれす /アリストテレス/
ありすとぱねす /アリストパネス/
ありすとふぁねす /アリストファネス/
ありすん /アリスン/
ありそん /アリソン/
ありぞな /アリゾナ;AZ/
ありたりあ /アリタリア;www.alitalia.it/
ありっさ /アリッサ/
ありっさむ /アリッサム/
ありてぃ /アリティ/
ありばい /アリバイ/
ありばば /アリババ/
ありゅーしゃん /アリューシャン/
ありょーしゃ /アリョーシャ/
ありらん /アリラン/
ありる /アリル/
ありー /アリー/
ありーな /アリーナ/
ありーる /アリール/
ある /アル/
あるう゛ぃん /アルヴィン/
あるかいだ /アルカイダ;al-Qaeda/
あるかいっく /アルカイック/
あるかす /アルカス/
あるかでぃあ /アルカディア/
あるかな /アルカナ/
あるかり /アルカリ/
あるかろいど /アルカロイド/
あるかん /アルカン/
あるかんしぇる /アルカンシェル;(Fr) arc-en-ciel, 虹/
あるきど /アルキド/
あるきめです /アルキメデス/
あるきる /アルキル;C[n]H[2n-1]-/
あるきん /アルキン;C[n]H[2n-2],RC≡CR/
あるぎにん /アルギニン;Arg/
あるぎん /アルギン/
あるく /アルク/
あるくとぅるす /アルクトゥルス/
あるけみすと /アルケミスト/
あるけん /アルケン;C[n]H[2n]/
あるけー /アルケー/
あるげりっち /アルゲリッチ/
あるこ /アルコ/
あるこきしど /アルコキシド/
あるこん /アルコン/
あるこーぶ /アルコーブ/
あるこーる /アルコール/
あるこーるらんぷ /アルコールランプ/
あるご /アルゴ/
あるごす /アルゴス/
あるごりずむ /アルゴリズム/
あるごる /アルゴル/
あるごん /アルゴン;[元素]18,Ar/
あるざす /アルザス/
あるしぇ /アルシェ;(Fr)弓/
あるしゅ /アルシュ/
あるしん /アルシン;AsH3/
あるじぇ /アルジェ/
あるじぇりあ /アルジェリア;.dz/
あるじぇんと /アルジェント/
あるじゃじーら /アルジャジーラ;al-Jazeera. www.aljazeera.net/
あるじゃずぃーら /アルジャズィーラ/
あるじゃん /アルジャン;仏語/
あるじゃーのん /アルジャーノン/
あるす /アルス;(Lat)芸術/
あるせすと /アルセスト;le Misanthrope/
あるせにっく /アルセニック/
あるせーぬ /アルセーヌ/
あるぜんちん /アルゼンチン;.ar/
あるぜんちんたんご /アルゼンチンタンゴ;Argentine tango/
あるた /アルタ/
あるたい /アルタイ/
あるたみら /アルタミラ/
あるたー /アルター/
あるたーど /アルタード/
あるだ /アルダ/
あるだん /アルダン/
あるだー /アルダー/
あるちざん /アルチザン/
あるちゅせーる /アルチュセール/
あるちゅーる /アルチュール/
あるつ /アルツ/
あるつはいまー /アルツハイマー/
あるてあ /アルテア/
あるてぃざん /アルティザン/
あるてぃめっと /アルティメット/
あるてみしあ /アルテミシア/
あるてみじあ /アルテミジア/
あるてみす /アルテミス/
あるてゅーる /アルテュール/
あるでぃーじゃ /アルディージャ;[Jリーグ]大宮/
あるでひど /アルデヒド/
あるでんて /アルデンテ;al dente/
あると /アルト/
あるとぅーる /アルトゥール/
あるとぅーろ /アルトゥーロ/
あるとさっくす /アルトサックス/
あるとふるーと /アルトフルート/
あるとほるん /アルトホルン;alto horn/
